pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1456689877412683784,incendio,palabras clave,"⚠️#Precaución 🚒 Servicios de emergencia se dirigen a brindar apoyo por incendio 🔥de casa-habitación en colonia La Planta, @Alc_Iztapalapa.
 ☎️#911CDMX 
📹#C5 https://t.co/Rg53idwvOF","['servicio', 'emergencia', 'dirigir', 'brindar', 'apoyo', 'incendio', 'casa-habitación', 'colonia', 'planta']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],18,0,3,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-05 12:28:25,2021,11,5,12,28,7,Iztapalapa,-99.0567989642,19.3491663204,True
1457022925836533764,incendio,coordenadas,@inveacdmx en dicha fábrica trabajan a muy altas horas de noche y el ruido es muy fuerte aparte ya existió un antecedente de incendio que lamentable fallecieron dos personas favor de atender a modo de evitar una tragedia más!!! En @IztacalcoAl https://t.co/tOhG9O7Kom,"['dicho', 'fábrica', 'trabajar', 'alto', 'hora', 'noche', 'ruido', 'fuerte', 'aparte', 'existir', 'antecedente', 'incendio', 'lamentable', 'fallecer', 'dos', 'persona', 'favor', 'atender', 'modo', 'evitar', 'tragedia']",[],"['inveacdmx', 'IztacalcoAl']",0,0,0,1349025136373018626,𝑱𝑶𝑺𝑬 𝑴𝑪,Jos94748891,2021-01-12 10:07:22,0,76,380,2021-11-06 10:31:50,2021,11,6,10,31,12,Tlalpan,-99.140238,19.2846922,True
1457027488731877383,tránsito,palabras clave,"Una #ambulancia de la #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tránsito en  La #Palma,  #Cuautepec #Barrio #Alto,  #Gustavo A. #Madero https://t.co/KlCQSSWPfg","['laborar', 'atender', 'paciente', 'herido']","['ambulancia', 'CruzRojaMexicana', 'accidente', 'tránsito', 'Palma', 'Cuautepec', 'Barrio', 'Alto', 'Gustavo', 'Madero']",[],1,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370,2021-11-06 10:49:58,2021,11,6,10,49,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1458164110848364550,tránsito,palabras clave,"A punto de pasarse el alto, para incorporarse a Av. Coyoacán, UN EJE VIAL!! detenido sobre el paso peatonal. Tengo suerte de encontrarme diario y a todas horas los cochistas que no respetan el reglamento de tránsito. https://t.co/ZhuPBPNbXu","['punto', 'pasar él', 'alto', 'incorporar él', 'av', 'coyoacán', 'eje', 'vial', 'detenido', 'paso', 'peatonal', 'suerte', 'encontrar yo', 'diario', 'todo', 'hora', 'ciclista', 'respetar', 'reglamento', 'tránsito']",[],[],0,0,0,47207675,Licenciado Chilakill,paztobalam,2009-06-14 17:51:39,0,786,1565,2021-11-09 14:06:30,2021,11,9,14,6,3,Coyoacán,-99.1503763525,19.3266672536,True
1458447912958971905,tránsito,palabras clave,"Precaución, tránsito lento por incidente en Viaducto Tlalpan dirección Norte, ⚠🚗🚕🚙🏎🚓 #SeguridadVialAUSUR","['precaución', 'tránsito', 'lento', 'incidente', 'viaducto', 'tlalpan', 'dirección', 'norte']",['SeguridadVialAUSUR'],[],1,1,0,351623658,Autopista Urbana Sur,AUSurMx,2011-08-09 08:27:13,0,14436,295,2021-11-10 08:54:13,2021,11,10,8,54,12,Tlalpan,-99.2062207957,19.1983396763,True
1458942845398786048,tránsito,palabras clave,@UCS_GCDMX Tránsito pesado desde siempre es originado por tres pipas estacionadas en lugar prohibido. Es eje 6 ote pasando Tlalpan @BJAlcaldia #TransitoCDMX @072AvialCDMX https://t.co/6OABmRGQXz,"['tránsito', 'pesado', 'siempre', 'originado', 'tres', 'pipa', 'estacionado', 'lugar', 'prohibido', 'eje', 'ote', 'pasar', 'tlalpan']",['TransitoCDMX'],"['UCS_GCDMX', 'BJAlcaldia', '072AvialCDMX']",0,1,0,1949701604,TipsmejorarDF,TipsmejorarDF,2013-10-09 11:08:26,0,606,202,2021-11-11 17:40:54,2021,11,11,17,40,12,Tlalpan,-99.2062207957,19.1983396763,True
1459654082256375808,incendio,palabras clave,"⚠️#Precaución🚨Servicios de emergencia laborando en 🔥🏡incendio en casa habitación en la colonia Ejército de Oriente Zona Peñón, @Alc_Iztapalapa.

#911CDMX #C5","['emergencia', 'laborar', 'incendio', 'casa', 'habitación', 'colonia', 'ejército', 'oriente', 'zona', 'peñón']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],12,0,6,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-13 16:47:06,2021,11,13,16,47,7,Iztapalapa,-99.0567989642,19.3491663204,True
1459686143759421441,tránsito,coordenadas,"@GobCDMX @OVIALCDMX @SSC_CDMX @UCS_GCDMX
Policías de tránsito platicando mientras detrás, vehículos ignoran el semaforo, dan vuelta en u en un lugar prohibido. En Av ermita Iztapalapa y calle reforma económica, tinacos, no entiendo que hacen los policías, porque trabajar no. https://t.co/BpLeI9NvjV","['policía', 'tránsito', 'practicar', 'mientras', 'detrás', 'vehículo', 'ignorar', 'semáforo', 'dar', 'vuelta', 'lugar', 'prohibido', 'av', 'ermita', 'iztapalapa', 'calle', 'reforma', 'económica', 'taco', 'entender', 'hacer', 'policía', 'trabajar']",[],"['GobCDMX', 'OVIALCDMX', 'SSC_CDMX', 'UCS_GCDMX']",0,0,0,2321608230,Jonatx99,paramore11dark,2014-01-31 19:51:50,0,28,621,2021-11-13 18:54:30,2021,11,13,18,54,12,Tlalpan,-99.140238,19.2846922,True
1459963041689309192,tránsito,palabras clave,"@andreslajous Quita el paradero que toleras en vía primaria, provoca tráfico, contaminación e inseguridad. Calz. de Tlalpan frente al Mercado de las flores de San Fernando. Tlalpan.","['quitar', 'paradero', 'tolerar', 'vía', 'primario', 'provocar', 'tráfico', 'contaminación', 'inseguridad', 'call', 'tlalpan', 'frente', 'mercado', 'flores', 'san', 'fernando', 'tlalpan']",[],['andreslajous'],3,0,0,183072178,Josefifí,josemortiz31,2010-08-25 20:25:11,0,742,1212,2021-11-14 13:14:48,2021,11,14,13,14,12,Tlalpan,-99.2062207957,19.1983396763,True
1460101217712025606,pirotecnia,palabras clave,"@Cuauhtemoc_1521 Y pleno festejo lanzaron los fuegos artificiales e inmediatamente después los globos llenos de hidrógeno, el resultado fue una llama abrasadora que los comentaristas hicieron lo imposible para no reaccionar, las cámaras voltearon de inmediato a ver a los palcos y no paso nada.","['pleno', 'festejo', 'lanzar', 'fuego', 'artificial', 'inmediatamente', 'después', 'globo', 'lleno', 'hidrógeno', 'resultado', 'llama', 'abrasador', 'comentarista', 'hacer', 'imposible', 'reaccionar', 'cámara', 'votar', 'inmediato', 'ver', 'palco', 'paso']",[],['Cuauhtemoc_1521'],1,1,0,63759629,Felipe de Jesús Ángeles Ramírez,biosunam,2009-08-07 10:05:25,0,592,1546,2021-11-14 22:23:52,2021,11,14,22,23,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1460578700316057600,incendio,palabras clave,"¡Precaución! Movilización por incendio en edifico en la colonia Anáhuac 1ra Sección, alcaldía Miguel Hidalgo.","['precaución', 'movilización', 'incendio', 'edificio', 'colonia', 'náhuat', '1ro', 'sección', 'alcaldía', 'miguel', 'hidalgo']",[],[],11,0,1,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2021-11-16 06:01:13,2021,11,16,6,1,16,Miguel Hidalgo,-99.2045669144,19.4280623649,True
1460654680904712193,incendio,palabras clave,"@CFE_Contigo el número 071 y número 01 800 888 2338 no están funcionado, quiero reportar un transformador que está echando humo, Mariano Abasolo y Benito Juárez en Villa Cuauhtémoc CP 52080 riesgo de incendio","['número', '071', 'número', '01', '800', '888', '2338', 'funcionado', 'querer', 'reportar', 'transformador', 'echar', 'humo', 'mariano', 'abasto', 'benito', 'juarez', 'villa', 'cuauhtemoc', 'cp', '52080', 'riesgo', 'incendio']",[],['CFE_Contigo'],0,1,0,142320771,Jose Cedillo Rivas,jcedillo58,2010-05-10 09:27:00,0,144,224,2021-11-16 11:03:08,2021,11,16,11,3,14,Benito Juárez,-99.1611346584,19.3806424162,True
1460707524659847171,incendio,palabras clave,"14:32 #PrecauciónVial | Servicios de emergencia acuden a Ferrocarril de Hidalgo y Hierro, col. Valle Gómez, alcaldía Cuauhtémoc, por reporte de incendio. Conduce con precaución para evitar accidentes. https://t.co/TQ1wWIWzLz","['14', '32', 'servicio', 'emergencia', 'acudir', 'ferrocarril', 'hidalgo', 'hierro', 'col', 'valle', 'gomez', 'alcaldía', 'cuauhtemoc', 'reporte', 'incendio', 'conducir', 'precaución', 'evitar', 'accidente']",['PrecauciónVial'],[],1,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935869,133,2021-11-16 14:33:07,2021,11,16,14,33,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1460707807444021258,incendio,palabras clave,"¡Ojo! Debido al reporte de #incendio, servicios de emergencia se dirigen a Ferrocarril de Hidalgo y Hierro, col. Valle Gómez, alcaldía Cuauhtémoc. por reporte de incendio. Conduce con precaución para evitar accidentes.","['ojo', 'debido', 'reporte', 'servicio', 'emergencia', 'dirigir', 'ferrocarril', 'hidalgo', 'hierro', 'col', 'valle', 'gomez', 'alcaldía', 'cuauhtemoc', 'reporte', 'incendio', 'conducir', 'precaución', 'evitar', 'accidente']",['incendio'],[],3,0,0,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2021-11-16 14:34:14,2021,11,16,14,34,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1460739873128677379,incendio,palabras clave,"¡Precaución! Debido a un #incendio, servicios de emergencia trabajan en la colonia Gabriel Ramos Millán, alcaldía Iztacalco.","['precaución', 'debido', 'servicio', 'emergencia', 'trabajar', 'colonia', 'gabriel', 'ramos', 'millón', 'alcaldía', 'iztacalco']",['incendio'],[],1,0,1,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2021-11-16 16:41:39,2021,11,16,16,41,6,Iztacalco,-99.094329797,19.396911897,True
1460786941658550277,tránsito,palabras clave,"@OVIALCDMX @UCS_GCDMX Favor de quitar autos estacionados en av. Cuauhtémoc entre parroquia y popocatepetl tidis lis dias desde la 1 a las 9 están en lugar prohibido, haciendo más tráfico https://t.co/vrzYtzX4s6","['favor', 'quitar', 'auto', 'estacionado', 'av', 'cuauhtemoc', 'parroquia', 'popocatepetl', 'yidis', 'lis', 'dias', 'lugar', 'prohibido', 'hacer', 'tráfico']",[],"['OVIALCDMX', 'UCS_GCDMX']",1,2,0,981782118,JuanMa 🇲🇽 el bot y foca aplaudidora inmunizado,MaNitojua,2012-11-30 22:07:54,0,333,215,2021-11-16 19:48:41,2021,11,16,19,48,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1461003596166836232,tránsito,palabras clave,@transito_CDMX @SSPCMexico @UCS_GCDMX Favor de apoyar para retirar carros en segunda fila y en lugar prohibido y apartado de lugares en doctor Pascua entre doctor Balmis y Cuauhtémoc siempre es lo mismo y la policía omite sancionar a franeleros https://t.co/7nFJ6h8j4Q,"['favor', 'apoyar', 'retirar', 'carro', 'segundo', 'fila', 'lugar', 'prohibido', 'apartado', 'lugar', 'doctor', 'pascua', 'doctor', 'almas', 'cuauhtemoc', 'siempre', 'mismo', 'policía', 'omitir', 'sancionar', 'franelero']",[],"['transito_CDMX', 'SSPCMexico', 'UCS_GCDMX']",0,1,0,1948683068,Cesar Castaneda,Luckastaneda,2013-10-08 23:48:27,0,32,145,2021-11-17 10:09:36,2021,11,17,10,9,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1461054798636240904,incendio,palabras clave,"⚠️#Precaución Servicios de emergencia brindan apoyo por incendio de basura en Central de Abasto, @Alc_Iztapalapa.
☎️#911CDMX 
📹#C5","['servicio', 'emergencia', 'brindar', 'apoyo', 'incendio', 'basura', 'central', 'abasto']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],14,0,3,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-17 13:33:03,2021,11,17,13,33,7,Iztapalapa,-99.0567989642,19.3491663204,True
1461139208601587712,incendio,palabras clave,"19:08 #PrecauciónVial | Servicios de emergencia acuden a Zacatecas y Av. Mexico, alcaldía Xochimilco, por reporte de incendio. Conduce con precaución y cede el paso. https://t.co/eF0mRGZpqh","['19', '08', 'servicio', 'emergencia', 'acudir', 'zacatecas', 'av', 'mexico', 'alcaldía', 'xochimilco', 'reporte', 'incendio', 'conducir', 'precaución', 'ceder', 'paso']",['PrecauciónVial'],[],1,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935871,133,2021-11-17 19:08:28,2021,11,17,19,8,13,Xochimilco,-99.0903636045,19.2451450458,True
1461166056140120067,incendio,palabras clave,"20:55 #PrecauciónVial | Servicios de emergencia acuden a Felipe Carrillo Puerto y Cda. de Lago Ness, alcaldía Miguel Hidalgo, por reporte de incendio. Conduce con precaución y cede el paso. https://t.co/1c2dczRZWL","['20', '55', 'servicio', 'emergencia', 'acudir', 'felipe', 'carrillo', 'puerto', 'cda', 'lago', 'ness', 'alcaldía', 'miguel', 'hidalgo', 'reporte', 'incendio', 'conducir', 'precaución', 'ceder', 'paso']",['PrecauciónVial'],[],6,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935869,133,2021-11-17 20:55:09,2021,11,17,20,55,16,Miguel Hidalgo,-99.2045669144,19.4280623649,True
1461479300486639617,tránsito,palabras clave,@LaSEMOVI @C5_CDMX  @SSC_CDMX  Servicio de transporte particular haciendo base en lugar prohibido y los agentes de tránsito no los retiran o multan. Calz. Tlalpan frente a metro general Anaya dirección Taxqueña ¿Porqué? A los demás si nos infraccionan https://t.co/SpBO9KksvV,"['servicio', 'transporte', 'particular', 'hacer', 'base', 'lugar', 'prohibido', 'agente', 'tránsito', 'retirar', 'multa', 'call', 'tlalpan', 'frente', 'metro', 'general', 'anaya', 'dirección', 'oaxaqueña', 'porqué', 'demá', 'si', 'infracción']",[],"['LaSEMOVI', 'C5_CDMX', 'SSC_CDMX']",1,1,0,111805158,Izel Z,klausmx,2010-02-05 23:30:12,0,49,670,2021-11-18 17:39:52,2021,11,18,17,39,12,Tlalpan,-99.2062207957,19.1983396763,True
1461498474252230656,incendio,palabras clave,"#Precaución 🔥 Servicios de emergencia de aproximan a sofocar incendio en casa habitación en la colonia Valle de San Lorenzo, @Alc_Iztapalapa. 

📞 #911CDMX
📹 #C5","['servicio', 'emergencia', 'aproximar', 'sofocar', 'incendio', 'casa', 'habitación', 'colonia', 'valle', 'san', 'lorenzo']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],9,0,4,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-18 18:56:04,2021,11,18,18,56,7,Iztapalapa,-99.0567989642,19.3491663204,True
1461554360689823749,tránsito,palabras clave,"@UCS_GCDMX @LaSEMOVI @OVIALCDMX @PoderAG_BJ @supercivicosmx Favor de enviar Patrulla de tránsito a retirar estos vehículos estacionados en Gral. Emiliano Zapata 111, Portales Nte, Benito Juárez, 03300 Ciudad de México, Cdmx
Tengo entendido que esta prohibido estacionarse ahí https://t.co/MRZJiuJSNw","['favor', 'enviar', 'patrulla', 'tránsito', 'retirar', 'vehículo', 'estacionado', 'gral', 'emiliano', 'zapata', '111', 'portales', 'nte', 'benito', 'juarez', '03300', 'ciudad', 'méxico', 'cdmxtengo', 'entendido', 'prohibido', 'estacionar él', 'ahí']",[],"['UCS_GCDMX', 'LaSEMOVI', 'OVIALCDMX', 'PoderAG_BJ', 'supercivicosmx']",0,2,0,1452888272284356608,Baki-Eljusto,baki_eljusto,2021-10-26 00:42:20,0,0,48,2021-11-18 22:38:08,2021,11,18,22,38,14,Benito Juárez,-99.1611346584,19.3806424162,True
1461711181589073925,tránsito,palabras clave,"@MovilidadZap @InspZapopan buen dia para reportar instalación de dos puestos de comida sobre la calle de copalita entre Juan Gil Preciado y venustiano carranza en la Col vicente guerrero, ya que está via es doble sentido y esto provoca acumulación de tráfico","['buen', 'dia', 'reportar', 'instalación', 'dos', 'puesto', 'comida', 'calle', 'coralito', 'juan', 'gil', 'preciado', 'venustiano', 'carranza', 'col', 'vicente', 'guerrero', 'via', 'doble', 'provocar', 'acumulación', 'tráfico']",[],"['MovilidadZap', 'InspZapopan']",0,2,0,1285924366358896641,RICARDO PEÑA LÓPEZ,RICARDOPEALPEZ2,2020-07-22 07:07:29,0,19,39,2021-11-19 09:01:17,2021,11,19,9,1,17,Venustiano Carranza,-99.0931057959,19.4304954545,True
1461777063912906752,tránsito,palabras clave,Se solicita unidad de tránsito para levantar infracción a estos autos estacionado en lugar prohibido @OVIALCDMX c Lerdo esquina Av Veracruz Cuajimalpa cp 05000,"['solicitar', 'unidad', 'tránsito', 'levantar', 'infracción', 'auto', 'estacionado', 'lugar', 'prohibido', 'cerdo', 'esquina', 'av', 'veracruz', 'cuajimalpa', 'cp', '05000']",[],['OVIALCDMX'],0,2,0,166359351,Dari,orberich,2010-07-13 17:42:30,0,204,489,2021-11-19 13:23:05,2021,11,19,13,23,4,Cuajimalpa de Morelos,-99.3107285253,19.3246343001,True
1461875624033849349,tránsito,coordenadas,@STE_CDMX reportar que en la línea 7 de es muy complicado el paso por los puestos de vendedores ambulantes en Apatlaco liberar la ruta para mejorar la circulación apoyo de @SSC_CDMX área tránsito  @UCS_GCDMX @C5_CDMX @LaSEMOVI gracias por la atención,"['reportar', 'línea', 'complicado', 'paso', 'puesto', 'vendedor', 'ambulante', 'apatlaco', 'liberar', 'ruta', 'mejorar', 'circulación', 'apoyo', 'área', 'tránsito', 'gracias', 'atención']",[],"['STE_CDMX', 'SSC_CDMX', 'UCS_GCDMX', 'C5_CDMX', 'LaSEMOVI']",0,0,0,1138350954187825152,MD BRUCE BANNER vs HULK,CarlosC13408089,2019-06-11 01:43:11,0,3518,4965,2021-11-19 19:54:43,2021,11,19,19,54,12,Tlalpan,-99.140238,19.2846922,True
1461887179626618889,incendio,palabras clave,"#Precaución 🔥 Servicios de emergencia trabajando por incendio de basura en la colonia Centro de Azcapotzalco, @AzcapotzalcoMx. 

#911CDMX
#C5 https://t.co/1U7VaWfETK","['servicio', 'emergencia', 'trabajar', 'incendio', 'basura', 'colonia', 'centro', 'azcapotzalco']","['Precaución', '911CDMX', 'C5']",['AzcapotzalcoMx'],44,0,13,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-19 20:40:38,2021,11,19,20,40,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1461916002204233729,tránsito,palabras clave,"@UCS_GCDMX @OVIALCDMX @LaSEMOVI favor de enviar Patrulla de tránsito a retirar estos vehículos estacionados en lugar prohibido ya que tengo entendido que no se puede estacionar ahí esto en Municipio Libre 143, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX https://t.co/XhX0taMHDC","['favor', 'enviar', 'patrulla', 'tránsito', 'retirar', 'vehículo', 'estacionado', 'lugar', 'prohibido', 'entendido', 'poder', 'estacionar', 'ahí', 'municipio', 'libre', '143', 'portal', 'nte', 'benito', 'juarez', '03300', 'ciudad', 'méxico', 'cdmx']",[],"['UCS_GCDMX', 'OVIALCDMX', 'LaSEMOVI']",0,2,0,1452888272284356608,Baki-Eljusto,baki_eljusto,2021-10-26 00:42:20,0,0,48,2021-11-19 22:35:10,2021,11,19,22,35,14,Benito Juárez,-99.1611346584,19.3806424162,True
1461920010432094209,tránsito,coordenadas,"@Claudiashein , @OHarfuch de la manera más atenta les pido hagan algo con la vialidad de fray Servando y boulevard puerto aéreo, es un problema de vialidad en la zona, su obra provoca más tráfico y obviamente más contaminación.urgen elementos de vialidad!!!","['manera', 'atento', 'pedir', 'hacer', 'vialidad', 'fray', 'servando', 'boulevard', 'puerto', 'aéreo', 'problema', 'vialidad', 'zona', 'obra', 'provocar', 'tráfico', 'obviamente', 'contaminación', 'surgir', 'elemento', 'vialidad']",[],"['Claudiashein', 'OHarfuch']",0,0,0,1295570990668316677,Rocky,Res82599611,2020-08-17 21:59:40,0,381,850,2021-11-19 22:51:06,2021,11,19,22,51,15,Cuauhtémoc,-99.128294,19.4043522,True
